year,year_month,Date,Max.TemperatureF,Mean.TemperatureF,Min.TemperatureF,Max.Humidity,Mean.Humidity,Min.Humidity,Max.Wind.SpeedMPH,Mean.Wind.SpeedMPH,CloudCover,Events,city,season
2013,2013-08,2013-08-04,83,75.0,67,78,55,31,23,11,4.0,,New York City (USA),Summer
2013,2013-08,2013-08-05,80,72.0,64,70,48,25,17,11,3.0,,New York City (USA),Summer
2013,2013-08,2013-08-06,80,72.0,64,81,61,40,18,9,4.0,,New York City (USA),Summer
2013,2013-08,2013-08-07,80,75.0,70,84,71,58,20,11,7.0,Rain,New York City (USA),Summer
2013,2013-08,2013-08-08,81,76.0,70,97,86,74,24,14,7.0,Rain,New York City (USA),Summer
2013,2013-08,2013-08-09,82,78.0,74,94,87,79,24,13,7.0,Rain,New York City (USA),Summer
2013,2013-08,2013-08-10,85,78.0,71,82,61,39,23,10,5.0,,New York City (USA),Summer
2013,2013-08,2013-08-11,81,74.0,66,84,60,35,16,8,4.0,,New York City (USA),Summer
2013,2013-08,2013-08-12,80,75.0,69,93,82,71,13,5,6.0,Rain,New York City (USA),Summer
2013,2013-08,2013-08-13,76,73.0,69,100,87,74,14,6,7.0,Rain-Thunderstorm,New York City (USA),Summer
2013,2013-08,2013-08-14,77,69.0,61,90,64,38,26,17,3.0,,New York City (USA),Summer
2013,2013-08,2013-08-15,77,69.0,60,73,53,33,20,10,3.0,,New York City (USA),Summer
2013,2013-08,2013-08-16,79,71.0,63,78,55,32,14,6,5.0,,New York City (USA),Summer
2013,2013-08,2013-08-17,81,72.0,62,78,59,39,13,6,5.0,,New York City (USA),Summer
2013,2013-08,2013-08-18,78,72.0,66,81,62,43,12,4,8.0,Rain,New York City (USA),Summer
2013,2013-08,2013-08-19,78,72.0,65,81,66,50,22,11,6.0,Rain,New York City (USA),Summer
2013,2013-08,2013-08-20,85,77.0,68,87,68,48,18,8,2.0,,New York City (USA),Summer
2013,2013-08,2013-08-21,88,79.0,69,93,65,36,17,9,3.0,,New York City (USA),Summer
2013,2013-08,2013-08-22,80,76.0,72,93,84,74,16,8,6.0,Rain-Thunderstorm,New York City (USA),Summer
2013,2013-08,2013-08-23,84,77.0,69,93,63,33,22,12,5.0,,New York City (USA),Summer
2013,2013-08,2013-08-24,79,72.0,64,81,59,37,17,9,2.0,,New York City (USA),Summer
2013,2013-08,2013-08-25,81,72.0,63,84,59,33,20,11,4.0,,New York City (USA),Summer
2013,2013-08,2013-08-26,84,76.0,68,84,68,51,21,13,7.0,Rain,New York City (USA),Summer
2013,2013-08,2013-08-27,88,80.0,72,84,65,45,23,12,6.0,Rain,New York City (USA),Summer
2013,2013-08,2013-08-28,85,77.0,69,93,74,55,13,5,6.0,Rain,New York City (USA),Summer
2013,2013-08,2013-08-29,82,76.0,70,93,74,54,17,9,7.0,Rain,New York City (USA),Summer
2013,2013-08,2013-08-30,83,76.0,69,87,73,58,17,11,7.0,,New York City (USA),Summer
2013,2013-08,2013-08-31,83,78.0,72,90,80,69,18,11,6.0,,New York City (USA),Summer
2013,2013-09,2013-09-01,84,79.0,73,100,85,69,16,9,7.0,Rain-Thunderstorm,New York City (USA),Summer
2013,2013-09,2013-09-02,82,77.0,72,100,87,74,14,6,7.0,Rain,New York City (USA),Summer
2013,2013-09,2013-09-03,85,77.0,69,93,65,37,17,9,6.0,Fog-Thunderstorm,New York City (USA),Summer
2013,2013-09,2013-09-04,82,74.0,66,68,50,31,22,13,2.0,,New York City (USA),Summer
2013,2013-09,2013-09-05,82,73.0,64,78,49,20,21,12,3.0,,New York City (USA),Summer
2013,2013-09,2013-09-06,72,64.0,56,62,47,31,16,8,3.0,,New York City (USA),Summer
2013,2013-09,2013-09-07,78,68.0,58,72,52,31,20,12,4.0,,New York City (USA),Summer
2013,2013-09,2013-09-08,87,75.0,62,81,54,26,23,13,4.0,Rain,New York City (USA),Summer
2013,2013-09,2013-09-09,72,63.0,54,73,52,31,17,9,4.0,,New York City (USA),Summer
2013,2013-09,2013-09-10,81,76.0,70,87,79,71,22,12,7.0,,New York City (USA),Summer
2013,2013-09,2013-09-11,88,80.0,72,93,75,57,24,11,4.0,,New York City (USA),Summer
2013,2013-09,2013-09-12,82,76.0,70,93,79,65,26,10,7.0,Rain-Thunderstorm,New York City (USA),Summer
2013,2013-09,2013-09-13,80,70.0,59,90,66,42,24,12,5.0,Rain,New York City (USA),Summer
2013,2013-09,2013-09-14,70,63.0,55,67,54,40,23,12,2.0,,New York City (USA),Summer
2013,2013-09,2013-09-15,72,62.0,51,78,57,35,17,9,5.0,,New York City (USA),Summer
2013,2013-09,2013-09-16,75,66.0,57,90,63,36,21,10,6.0,Rain,New York City (USA),Summer
2013,2013-09,2013-09-17,66,58.0,49,62,46,30,23,10,1.0,,New York City (USA),Summer
2013,2013-09,2013-09-18,70,60.0,50,77,55,33,15,8,1.0,,New York City (USA),Summer
2013,2013-09,2013-09-19,75,65.0,54,84,61,38,16,10,0.0,,New York City (USA),Summer
2013,2013-09,2013-09-20,76,66.0,56,93,70,46,16,8,1.0,,New York City (USA),Summer
2013,2013-09,2013-09-21,75,66.0,57,93,83,73,28,12,6.0,Rain,New York City (USA),Summer
2013,2013-09,2013-09-22,72,64.0,55,100,69,37,25,15,5.0,Rain,New York City (USA),Summer
2013,2013-09,2013-09-23,68,59.0,50,68,53,37,18,12,1.0,,New York City (USA),Autumn
2013,2013-09,2013-09-24,75,62.0,48,71,49,27,15,9,1.0,,New York City (USA),Autumn
2013,2013-09,2013-09-25,72,62.0,51,84,59,33,14,7,3.0,,New York City (USA),Autumn
2013,2013-09,2013-09-26,70,62.0,54,93,78,63,15,7,5.0,,New York City (USA),Autumn
2013,2013-09,2013-09-27,69,61.0,52,93,73,52,14,7,6.0,,New York City (USA),Autumn
2013,2013-09,2013-09-28,74,65.0,56,86,64,41,15,7,3.0,,New York City (USA),Autumn
2013,2013-09,2013-09-29,72,63.0,54,93,72,51,13,6,3.0,,New York City (USA),Autumn
2013,2013-09,2013-09-30,72,62.0,52,93,69,44,13,7,3.0,,New York City (USA),Autumn
2013,2013-10,2013-10-01,81,70.0,58,84,57,30,17,8,2.0,,New York City (USA),Autumn
2013,2013-10,2013-10-02,85,73.0,60,84,62,40,21,9,0.0,,New York City (USA),Autumn
2013,2013-10,2013-10-03,77,69.0,60,84,60,36,14,6,5.0,,New York City (USA),Autumn
2013,2013-10,2013-10-04,80,71.0,62,87,73,58,17,6,5.0,,New York City (USA),Autumn
2013,2013-10,2013-10-05,76,70.0,64,93,79,64,12,7,7.0,Rain,New York City (USA),Autumn
2013,2013-10,2013-10-06,69,67.0,65,100,92,84,17,10,8.0,Rain,New York City (USA),Autumn
2013,2013-10,2013-10-07,78,70.0,61,97,79,60,33,17,7.0,Rain,New York City (USA),Autumn
2013,2013-10,2013-10-08,68,62.0,55,66,52,37,18,11,6.0,,New York City (USA),Autumn
2013,2013-10,2013-10-09,65,59.0,53,72,60,48,21,11,7.0,,New York City (USA),Autumn
2013,2013-10,2013-10-10,66,61.0,56,83,75,67,21,16,8.0,Rain,New York City (USA),Autumn
2013,2013-10,2013-10-11,69,65.0,60,84,74,63,22,16,7.0,Rain,New York City (USA),Autumn
2013,2013-10,2013-10-12,75,67.0,59,72,58,43,24,15,6.0,Rain,New York City (USA),Autumn
2013,2013-10,2013-10-13,68,60.0,51,77,65,52,22,11,4.0,,New York City (USA),Autumn
2013,2013-10,2013-10-14,66,58.0,49,83,68,52,10,6,3.0,,New York City (USA),Autumn
2013,2013-10,2013-10-15,70,60.0,50,93,63,33,16,6,2.0,,New York City (USA),Autumn
2013,2013-10,2013-10-16,67,61.0,54,97,85,73,9,5,8.0,,New York City (USA),Autumn
2013,2013-10,2013-10-17,72,67.0,61,100,84,68,22,11,7.0,Rain,New York City (USA),Autumn
2013,2013-10,2013-10-18,70,63.0,56,84,59,33,25,15,3.0,Rain,New York City (USA),Autumn
2013,2013-10,2013-10-19,65,58.0,50,84,68,51,21,7,6.0,Rain,New York City (USA),Autumn
2013,2013-10,2013-10-20,64,57.0,50,72,50,28,24,12,2.0,,New York City (USA),Autumn
2013,2013-10,2013-10-21,66,58.0,49,67,49,31,23,12,1.0,,New York City (USA),Autumn
2013,2013-10,2013-10-22,68,60.0,51,83,64,45,18,12,4.0,,New York City (USA),Autumn
2013,2013-10,2013-10-23,55,50.0,45,76,57,38,18,8,6.0,Rain,New York City (USA),Autumn
2013,2013-10,2013-10-24,56,49.0,41,70,48,26,24,15,2.0,,New York City (USA),Autumn
2013,2013-10,2013-10-25,56,48.0,39,82,56,29,24,13,2.0,,New York City (USA),Autumn
2013,2013-10,2013-10-26,56,49.0,41,82,56,30,25,14,2.0,Rain,New York City (USA),Autumn
2013,2013-10,2013-10-27,58,52.0,46,56,43,29,20,13,4.0,Rain,New York City (USA),Autumn
2013,2013-10,2013-10-28,60,50.0,40,79,54,29,16,9,3.0,,New York City (USA),Autumn
2013,2013-10,2013-10-29,58,51.0,44,71,48,23,12,7,4.0,,New York City (USA),Autumn
2013,2013-10,2013-10-30,61,53.0,44,89,72,54,10,5,7.0,,New York City (USA),Autumn
2013,2013-10,2013-10-31,67,60.0,53,90,82,73,25,12,7.0,Rain,New York City (USA),Autumn
2013,2013-11,2013-11-01,69,64.0,58,93,78,63,31,16,6.0,Rain,New York City (USA),Autumn
2013,2013-11,2013-11-02,67,60.0,53,93,66,39,15,7,5.0,,New York City (USA),Autumn
2013,2013-11,2013-11-03,56,47.0,38,71,58,44,25,15,4.0,,New York City (USA),Autumn
2013,2013-11,2013-11-04,48,41.0,34,48,37,26,18,10,3.0,,New York City (USA),Autumn
2013,2013-11,2013-11-05,56,47.0,38,77,64,50,13,7,6.0,,New York City (USA),Autumn
2013,2013-11,2013-11-06,61,52.0,43,93,73,53,18,9,6.0,,New York City (USA),Autumn
2013,2013-11,2013-11-07,64,54.0,44,93,71,49,29,14,6.0,Rain,New York City (USA),Autumn
2013,2013-11,2013-11-08,52,47.0,41,65,48,31,26,15,4.0,,New York City (USA),Autumn
2013,2013-11,2013-11-09,50,45.0,39,59,47,34,20,12,5.0,,New York City (USA),Autumn
2013,2013-11,2013-11-10,62,53.0,44,66,48,30,32,17,5.0,Rain,New York City (USA),Autumn
2013,2013-11,2013-11-11,54,49.0,43,50,43,35,24,14,6.0,,New York City (USA),Autumn
2013,2013-11,2013-11-12,52,42.0,32,89,63,37,30,17,7.0,Rain-Snow,New York City (USA),Autumn
2013,2013-11,2013-11-13,41,35.0,29,53,39,25,23,14,1.0,,New York City (USA),Autumn
2013,2013-11,2013-11-14,53,44.0,34,59,41,22,23,15,3.0,,New York City (USA),Autumn
2013,2013-11,2013-11-15,53,45.0,36,82,66,50,14,8,5.0,,New York City (USA),Autumn
2013,2013-11,2013-11-16,56,50.0,43,100,78,56,13,5,6.0,Rain,New York City (USA),Autumn
2013,2013-11,2013-11-17,62,54.0,46,100,92,84,12,7,8.0,Fog-Rain,New York City (USA),Autumn
2013,2013-11,2013-11-18,67,60.0,52,100,63,26,30,16,4.0,Fog-Rain,New York City (USA),Autumn
2013,2013-11,2013-11-19,52,44.0,36,52,43,33,31,21,2.0,,New York City (USA),Autumn
2013,2013-11,2013-11-20,46,39.0,31,61,40,19,23,10,4.0,,New York City (USA),Autumn
2013,2013-11,2013-11-21,52,42.0,31,71,58,45,13,7,6.0,,New York City (USA),Autumn
2013,2013-11,2013-11-22,57,53.0,49,93,82,71,15,8,8.0,Rain,New York City (USA),Autumn
2013,2013-11,2013-11-23,55,44.0,32,89,57,25,33,19,4.0,Snow,New York City (USA),Autumn
2013,2013-11,2013-11-24,32,28.0,24,40,30,19,39,24,3.0,,New York City (USA),Autumn
2013,2013-11,2013-11-25,36,30.0,23,50,43,35,22,14,4.0,,New York City (USA),Autumn
2013,2013-11,2013-11-26,53,44.0,34,96,70,44,23,9,8.0,Rain,New York City (USA),Autumn
2013,2013-11,2013-11-27,61,49.0,36,100,76,52,39,22,8.0,Rain,New York City (USA),Autumn
2013,2013-11,2013-11-28,37,34.0,30,56,43,29,33,16,3.0,,New York City (USA),Autumn
2013,2013-11,2013-11-29,41,36.0,30,53,45,37,20,9,4.0,,New York City (USA),Autumn
2013,2013-11,2013-11-30,44,35.0,25,67,54,40,13,7,5.0,,New York City (USA),Autumn
2013,2013-12,2013-12-01,49,43.0,37,76,66,56,10,7,7.0,,New York City (USA),Autumn
2013,2013-12,2013-12-02,51,45.0,38,86,69,52,9,4,6.0,,New York City (USA),Autumn
2013,2013-12,2013-12-03,54,46.0,38,92,71,50,12,6,4.0,,New York City (USA),Autumn
2013,2013-12,2013-12-04,51,43.0,35,89,73,56,9,4,6.0,,New York City (USA),Autumn
2013,2013-12,2013-12-05,56,52.0,47,100,93,86,16,7,8.0,Fog-Rain,New York City (USA),Autumn
2013,2013-12,2013-12-06,56,47.0,37,100,92,83,21,11,8.0,Fog-Rain,New York City (USA),Autumn
2013,2013-12,2013-12-07,43,38.0,32,85,64,43,20,13,6.0,Rain,New York City (USA),Autumn
2013,2013-12,2013-12-08,34,31.0,28,85,64,43,16,9,7.0,Rain-Snow,New York City (USA),Autumn
2013,2013-12,2013-12-09,42,37.0,32,96,88,79,20,12,8.0,Rain,New York City (USA),Autumn
2013,2013-12,2013-12-10,38,34.0,30,96,77,58,23,12,6.0,Fog-Rain-Snow,New York City (USA),Autumn
2013,2013-12,2013-12-11,32,30.0,27,59,54,49,24,18,2.0,,New York City (USA),Autumn
2013,2013-12,2013-12-12,30,27.0,23,57,46,35,26,16,2.0,,New York City (USA),Autumn
2013,2013-12,2013-12-13,36,30.0,24,56,47,38,26,15,5.0,,New York City (USA),Autumn
2013,2013-12,2013-12-14,43,34.0,25,92,74,56,24,15,8.0,Rain-Snow,New York City (USA),Autumn
2013,2013-12,2013-12-15,47,40.0,33,96,74,52,26,15,7.0,Rain,New York City (USA),Autumn
2013,2013-12,2013-12-16,35,30.0,25,61,47,32,28,14,3.0,,New York City (USA),Autumn
2013,2013-12,2013-12-17,34,30.0,25,88,65,42,21,10,8.0,Rain-Snow,New York City (USA),Autumn
2013,2013-12,2013-12-18,38,32.0,25,81,64,47,23,13,4.0,,New York City (USA),Autumn
2013,2013-12,2013-12-19,45,37.0,29,69,59,49,17,10,5.0,,New York City (USA),Autumn
2013,2013-12,2013-12-20,51,44.0,36,89,69,48,13,6,7.0,,New York City (USA),Autumn
2013,2013-12,2013-12-21,55,49.0,42,96,84,71,18,6,6.0,Fog,New York City (USA),Winter
2013,2013-12,2013-12-22,64,57.0,50,96,86,75,28,13,7.0,Fog-Rain,New York City (USA),Winter
2013,2013-12,2013-12-23,57,50.0,43,100,92,83,23,9,8.0,Fog-Rain,New York City (USA),Winter
2013,2013-12,2013-12-24,43,35.0,27,70,55,40,29,16,6.0,,New York City (USA),Winter
2013,2013-12,2013-12-25,32,26.0,20,58,46,34,29,10,4.0,,New York City (USA),Winter
2013,2013-12,2013-12-26,38,33.0,28,69,61,52,21,9,4.0,,New York City (USA),Winter
2013,2013-12,2013-12-27,42,37.0,31,64,51,38,21,11,2.0,,New York City (USA),Winter
2013,2013-12,2013-12-28,53,42.0,31,75,57,38,23,12,3.0,,New York City (USA),Winter
2013,2013-12,2013-12-29,49,44.0,38,93,75,57,25,10,7.0,Rain,New York City (USA),Winter
2013,2013-12,2013-12-30,47,36.0,24,86,65,43,24,14,4.0,,New York City (USA),Winter
2013,2013-12,2013-12-31,34,28.0,21,59,49,39,26,12,4.0,Snow,New York City (USA),Winter
2014,2014-01,2014-01-01,34,29.0,24,60,49,38,18,9,5.0,,New York City (USA),Winter
2014,2014-01,2014-01-02,33,26.0,19,91,71,51,29,18,8.0,Snow,New York City (USA),Winter
2014,2014-01,2014-01-03,19,14.0,9,88,65,42,33,20,3.0,Fog-Snow,New York City (USA),Winter
2014,2014-01,2014-01-04,31,17.0,3,67,52,36,17,7,3.0,,New York City (USA),Winter
2014,2014-01,2014-01-05,49,36.0,23,93,81,68,23,7,7.0,Fog-Rain,New York City (USA),Winter
2014,2014-01,2014-01-06,53,37.0,20,100,72,43,38,21,7.0,Fog-Rain-Snow,New York City (USA),Winter
2014,2014-01,2014-01-07,20,13.0,6,46,39,32,38,23,1.0,,New York City (USA),Winter
2014,2014-01,2014-01-08,24,17.0,10,52,44,36,22,13,3.0,,New York City (USA),Winter
2014,2014-01,2014-01-09,34,28.0,22,63,48,32,15,7,4.0,,New York City (USA),Winter
2014,2014-01,2014-01-10,38,31.0,24,92,78,63,7,4,8.0,Rain-Snow,New York City (USA),Winter
2014,2014-01,2014-01-11,54,46.0,38,100,96,92,31,16,8.0,Fog-Rain,New York City (USA),Winter
2014,2014-01,2014-01-12,52,43.0,33,100,70,39,28,15,5.0,,New York City (USA),Winter
2014,2014-01,2014-01-13,50,40.0,30,89,77,65,26,12,4.0,,New York City (USA),Winter
2014,2014-01,2014-01-14,48,46.0,43,100,88,76,18,9,8.0,Rain,New York City (USA),Winter
2014,2014-01,2014-01-15,44,38.0,32,100,93,86,12,5,6.0,Fog,New York City (USA),Winter
2014,2014-01,2014-01-16,42,39.0,35,93,78,62,16,7,8.0,Fog,New York City (USA),Winter
2014,2014-01,2014-01-17,45,37.0,28,85,71,57,20,7,4.0,,New York City (USA),Winter
2014,2014-01,2014-01-18,42,35.0,28,85,70,54,23,11,7.0,Rain-Snow-Thunderstorm,New York City (USA),Winter
2014,2014-01,2014-01-19,38,32.0,26,64,56,47,28,16,5.0,,New York City (USA),Winter
2014,2014-01,2014-01-20,48,41.0,33,70,54,38,26,15,6.0,Snow,New York City (USA),Winter
2014,2014-01,2014-01-21,33,23.0,13,84,63,42,26,16,8.0,Snow,New York City (USA),Winter
2014,2014-01,2014-01-22,18,13.0,7,76,58,39,32,19,5.0,Snow,New York City (USA),Winter
2014,2014-01,2014-01-23,21,15.0,8,63,53,43,24,14,4.0,,New York City (USA),Winter
2014,2014-01,2014-01-24,20,16.0,11,54,47,39,25,17,3.0,,New York City (USA),Winter
2014,2014-01,2014-01-25,30,25.0,20,84,65,46,37,21,7.0,Fog-Snow,New York City (USA),Winter
2014,2014-01,2014-01-26,36,27.0,18,68,51,34,32,17,5.0,Snow,New York City (USA),Winter
2014,2014-01,2014-01-27,45,34.0,22,82,54,25,28,14,7.0,,New York City (USA),Winter
2014,2014-01,2014-01-28,22,18.0,14,40,33,25,23,10,7.0,Snow,New York City (USA),Winter
2014,2014-01,2014-01-29,24,20.0,16,80,57,34,23,13,5.0,Snow,New York City (USA),Winter
2014,2014-01,2014-01-30,28,21.0,14,75,56,36,15,8,1.0,,New York City (USA),Winter
2014,2014-01,2014-01-31,43,34.0,25,63,45,27,17,9,7.0,,New York City (USA),Winter
2014,2014-02,2014-02-01,43,37.0,30,89,63,36,10,4,6.0,,New York City (USA),Winter
2014,2014-02,2014-02-02,52,41.0,30,100,75,50,16,7,7.0,Fog,New York City (USA),Winter
2014,2014-02,2014-02-03,44,36.0,28,89,77,65,18,12,8.0,Fog-Rain-Snow,New York City (USA),Winter
2014,2014-02,2014-02-04,35,29.0,22,78,70,61,14,6,5.0,,New York City (USA),Winter
2014,2014-02,2014-02-05,35,33.0,30,89,81,72,22,11,8.0,Rain-Snow,New York City (USA),Winter
2014,2014-02,2014-02-06,32,28.0,24,78,66,53,22,12,7.0,,New York City (USA),Winter
2014,2014-02,2014-02-07,32,29.0,25,68,57,45,21,13,4.0,,New York City (USA),Winter
2014,2014-02,2014-02-08,29,25.0,21,50,41,32,17,9,6.0,,New York City (USA),Winter
2014,2014-02,2014-02-09,30,25.0,20,92,64,36,17,9,6.0,Fog-Snow,New York City (USA),Winter
2014,2014-02,2014-02-10,29,25.0,21,81,60,38,24,15,3.0,,New York City (USA),Winter
2014,2014-02,2014-02-11,25,21.0,16,56,46,36,21,13,2.0,,New York City (USA),Winter
2014,2014-02,2014-02-12,27,20.0,12,68,52,36,17,8,6.0,,New York City (USA),Winter
2014,2014-02,2014-02-13,36,31.0,26,92,84,75,37,21,8.0,Fog-Rain-Snow,New York City (USA),Winter
2014,2014-02,2014-02-14,41,37.0,32,89,69,48,37,19,5.0,Rain-Snow,New York City (USA),Winter
2014,2014-02,2014-02-15,37,33.0,28,85,70,54,31,15,8.0,Fog-Rain-Snow,New York City (USA),Winter
2014,2014-02,2014-02-16,30,26.0,22,58,50,42,32,17,5.0,,New York City (USA),Winter
2014,2014-02,2014-02-17,32,26.0,19,57,42,26,31,10,3.0,,New York City (USA),Winter
2014,2014-02,2014-02-18,40,33.0,26,96,73,50,24,9,6.0,Snow,New York City (USA),Winter
2014,2014-02,2014-02-19,44,36.0,27,92,81,69,18,8,6.0,Fog-Rain,New York City (USA),Winter
2014,2014-02,2014-02-20,44,39.0,33,92,75,57,20,8,5.0,Rain,New York City (USA),Winter
2014,2014-02,2014-02-21,47,41.0,35,100,85,70,28,10,7.0,Fog-Rain,New York City (USA),Winter
2014,2014-02,2014-02-22,53,44.0,34,96,66,35,23,12,2.0,,New York City (USA),Winter
2014,2014-02,2014-02-23,55,45.0,35,89,62,35,23,7,6.0,,New York City (USA),Winter
2014,2014-02,2014-02-24,45,37.0,28,85,55,25,31,18,4.0,Rain,New York City (USA),Winter
2014,2014-02,2014-02-25,35,31.0,26,46,40,34,26,13,5.0,,New York City (USA),Winter
2014,2014-02,2014-02-26,33,27.0,20,85,56,26,24,12,6.0,Snow,New York City (USA),Winter
2014,2014-02,2014-02-27,35,25.0,15,56,40,24,32,15,3.0,Snow,New York City (USA),Winter
2014,2014-02,2014-02-28,26,19.0,11,41,29,17,30,11,1.0,,New York City (USA),Winter
2014,2014-03,2014-03-01,36,27.0,17,78,57,36,13,6,5.0,,New York City (USA),Winter
2014,2014-03,2014-03-02,43,37.0,30,78,59,40,16,8,8.0,Rain-Snow,New York City (USA),Winter
2014,2014-03,2014-03-03,35,27.0,18,81,60,39,23,14,7.0,Snow,New York City (USA),Winter
2014,2014-03,2014-03-04,29,21.0,13,55,46,36,18,8,6.0,,New York City (USA),Winter
2014,2014-03,2014-03-05,40,33.0,25,63,43,22,21,8,5.0,,New York City (USA),Winter
2014,2014-03,2014-03-06,31,24.0,17,57,44,31,21,10,4.0,,New York City (USA),Winter
2014,2014-03,2014-03-07,36,32.0,27,75,63,50,18,11,8.0,Rain,New York City (USA),Winter
2014,2014-03,2014-03-08,60,46.0,32,82,55,28,22,12,4.0,,New York City (USA),Winter
2014,2014-03,2014-03-09,47,42.0,36,52,36,19,24,14,6.0,Rain,New York City (USA),Winter
2014,2014-03,2014-03-10,51,43.0,35,79,59,38,22,10,7.0,Rain-Snow,New York City (USA),Winter
